,0
L_B,0.1692437174786298
C_A,0.11598663240024004
M_A,0.04677968657353605
I_B,0.0
DmI_A,0.0
Dm_A,0.0
Dc_A,0.0
L_A,0.1661122512682786
C_B,0.11953862255047586
M_B,0.043275642303189164
I_A,0.0
DmI_B,0.0
Dm_B,0.0
Dc_B,0.0
