,0
L_B,0.21674399762673094
C_A,0.14599357229591806
M_A,0.06116848119224627
I_B,0.0
DmI_A,0.0
Dm_A,0.0
Dc_A,0.0
L_A,0.2152695121999334
C_B,0.1492290665756653
M_B,0.05803329066152681
I_A,0.0
DmI_B,0.0
Dm_B,0.0
Dc_B,0.0
